,City,Station,Date,FromDate,ToDate,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Benzene,Ozone,CH4,CO2,BlackCarbon,I1(PM2.5),I2(PM10),I3(NO),I4(NO2),I5(NH3),I6(SO2),I7(CO),I1(PM2.5).1,I2(PM10).1,I3(NO).1,I4(NO2).1,I5(NH3).1,I6(SO2).1,I7(CO).1,AQI
6555,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",03/11/2021,03-11-202100:00,04-11-202100:00,58.22,179.99,63.58,35.56,11.01,5.8,2.36,50.11,4.42,,,,58.22,153.3266667,63.58,35.56,11.01,5.8,2.36,1,1,1,1,1,1,1,153.3266667
6556,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",04/11/2021,04-11-202100:00,05-11-202100:00,69.37,151.07,52.79,34.61,15.25,3.61,2.2,67.18,2.86,,,,69.37,134.0466667,52.79,34.61,15.25,3.61,2.2,1,1,1,1,1,1,1,134.0466667
6557,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",05/11/2021,05-11-202100:00,06-11-202100:00,71.21,182.48,62.81,31.46,14.72,5.31,2.2,45.88,4.22,,,,71.21,154.9866667,62.81,31.46,14.72,5.31,2.2,1,1,1,1,1,1,1,154.9866667
6558,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",06/11/2021,06-11-202100:00,07-11-202100:00,42.47,127.08,71.99,22.7,14.11,4.86,2.05,25.25,3.17,,,,42.47,118.0533333,71.99,22.7,14.11,4.86,2.05,1,1,1,1,1,1,1,118.0533333
6559,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",07/11/2021,07-11-202100:00,08-11-202100:00,39.84,129.33,57.64,21.1,13.09,2.54,1.8,47.05,1.91,,,,39.84,119.5533333,57.64,21.1,13.09,2.54,1.8,1,1,1,1,1,1,1,119.5533333
6560,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",08/11/2021,08-11-202100:00,09-11-202100:00,54.16,170.21,43.85,50.9,15.35,2.33,2.1,63.26,3.38,,,,54.16,146.8066667,43.85,50.9,15.35,2.33,2.1,1,1,1,1,1,1,1,146.8066667
6561,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",09/11/2021,09-11-202100:00,10-11-202100:00,58.1,189.94,65.18,36.91,13.48,4.08,2.25,54.59,3.46,,,,58.1,159.96,65.18,36.91,13.48,4.08,2.25,1,1,1,1,1,1,1,159.96
6562,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",10/11/2021,10-11-202100:00,11-11-202100:00,53.06,173.93,48.58,39.4,12.69,4.16,2.14,69.04,3.09,,,,53.06,149.2866667,48.58,39.4,12.69,4.16,2.14,1,1,1,1,1,1,1,149.2866667
6563,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",11/11/2021,11-11-202100:00,12-11-202100:00,55.92,182.8,51.3,42.79,12.23,4.64,2.26,65.51,5.38,,,,55.92,155.2,51.3,42.79,12.23,4.64,2.26,1,1,1,1,1,1,1,155.2
6564,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",12/11/2021,12-11-202100:00,13-11-202100:00,53.55,177.17,46.56,47.62,19.85,4.21,2.28,72.77,3.32,,,,53.55,151.4466667,46.56,47.62,19.85,4.21,2.28,1,1,1,1,1,1,1,151.4466667
6565,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",13/11/2021,13-11-202100:00,14-11-202100:00,61.4,187.29,53.54,47.33,17.41,3.91,2.4,76.52,3.45,,,,61.4,158.1933333,53.54,47.33,17.41,3.91,2.4,1,1,1,1,1,1,1,158.1933333
6566,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",14/11/2021,14-11-202100:00,15-11-202100:00,63.02,187.15,56.06,41.43,12.83,3.91,2.34,53.19,3.49,,,,63.02,158.1,56.06,41.43,12.83,3.91,2.34,1,1,1,1,1,1,1,158.1
6567,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",15/11/2021,15-11-202100:00,16-11-202100:00,67.74,202.69,53.78,41.4,14.79,4.66,2.45,41.18,4.15,,,,67.74,168.46,53.78,41.4,14.79,4.66,2.45,1,1,1,1,1,1,1,168.46
6568,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",16/11/2021,16-11-202100:00,17-11-202100:00,64.31,189.03,46.61,33.8,15.46,3.95,2.36,36.58,5.08,,,,64.31,159.3533333,46.61,33.8,15.46,3.95,2.36,1,1,1,1,1,1,1,159.3533333
6569,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",17/11/2021,17-11-202100:00,18-11-202100:00,40.53,122.72,51.99,24.71,16.17,4.09,2.21,28.5,2.53,,,,40.53,115.1466667,51.99,24.71,16.17,4.09,2.21,1,1,1,1,1,1,1,115.1466667
6570,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",18/11/2021,18-11-202100:00,19-11-202100:00,24.92,82.74,69.51,16.08,17.78,5.26,2.08,13.96,2.58,,,,24.92,82.74,69.51,16.08,17.78,5.26,2.08,1,1,1,1,1,1,1,82.74
6571,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",19/11/2021,19-11-202100:00,20-11-202100:00,33.25,107.78,67.7,25.06,16,3.74,1.69,23.92,2.65,,,,33.25,105.1866667,67.7,25.06,16,3.74,1.69,1,1,1,1,1,1,1,105.1866667
6572,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",20/11/2021,20-11-202100:00,21-11-202100:00,37.92,128.94,73.53,20.17,16.4,6.23,1.46,18.49,3.16,,,,37.92,119.2933333,73.53,20.17,16.4,6.23,1.46,1,1,1,1,1,1,1,119.2933333
6573,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",21/11/2021,21-11-202100:00,22-11-202100:00,16.82,64.28,57.74,16.79,10.98,2.46,1.01,14.35,3.78,,,,16.82,64.28,57.74,16.79,10.98,2.46,1.01,1,1,1,1,1,1,1,64.28
6574,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",22/11/2021,22-11-202100:00,23-11-202100:00,21.44,70.38,78.64,17.26,6.84,1.14,1.1,1.85,3.59,,,,21.44,70.38,78.64,17.26,6.84,1.14,1.1,1,1,1,1,1,1,1,78.64
6575,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",23/11/2021,23-11-202100:00,24-11-202100:00,24.21,84.74,67.62,20.39,8.07,3.02,1.22,7.21,2.8,,,,24.21,84.74,67.62,20.39,8.07,3.02,1.22,1,1,1,1,1,1,1,84.74
6576,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",24/11/2021,24-11-202100:00,25-11-202100:00,48.07,205.67,77.01,21.38,8.07,4.03,1.45,14.53,3.46,,,,48.07,170.4466667,77.01,21.38,8.07,4.03,1.45,1,1,1,1,1,1,1,170.4466667
6577,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",25/11/2021,25-11-202100:00,26-11-202100:00,55.24,185.37,84.61,30.13,8.76,8.26,1.92,12.12,3.26,,,,55.24,156.9133333,84.61,30.13,8.76,8.26,1.92,1,1,1,1,1,1,1,156.9133333
6578,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",26/11/2021,26-11-202100:00,27-11-202100:00,51.1,168.27,77.93,40.34,7.48,7.17,1.64,25.43,4.21,,,,51.1,145.5133333,77.93,40.34,7.48,7.17,1.64,1,1,1,1,1,1,1,145.5133333
6579,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",27/11/2021,27-11-202100:00,28-11-202100:00,51.54,169.58,74,39.91,7.35,7.3,1.62,34.29,3.89,,,,51.54,146.3866667,74,39.91,7.35,7.3,1.62,1,1,1,1,1,1,1,146.3866667
6580,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",28/11/2021,28-11-202100:00,29-11-202100:00,52.96,179.21,81.78,31.39,8.15,8.84,1.61,36.22,3.82,,,,52.96,152.8066667,81.78,31.39,8.15,8.84,1.61,1,1,1,1,1,1,1,152.8066667
6581,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",29/11/2021,29-11-202100:00,30-11-202100:00,44.88,162.78,69.78,34.92,9.01,7.1,1.36,42.4,4.14,,,,44.88,141.8533333,69.78,34.92,9.01,7.1,1.36,1,1,1,1,1,1,1,141.8533333
6582,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",30/11/2021,30-11-202100:00,01-12-202100:00,55.28,190.06,76.07,34.81,6.38,8.49,1.49,39.63,2.77,,,,55.28,160.04,76.07,34.81,6.38,8.49,1.49,1,1,1,1,1,1,1,160.04
6583,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",01/12/2021,01-12-202100:00,02-12-202100:00,40.27,114.19,69.72,23.33,7.73,3.66,1.43,14.69,4.58,,,,40.27,109.46,69.72,23.33,7.73,3.66,1.43,1,1,1,1,1,1,1,109.46
6584,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",02/12/2021,02-12-202100:00,03-12-202100:00,31.38,86.23,74.01,19.47,7.82,2.4,1.42,8.17,5.02,,,,31.38,86.23,74.01,19.47,7.82,2.4,1.42,1,1,1,1,1,1,1,86.23
6585,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",03/12/2021,03-12-202100:00,04-12-202100:00,40.98,134.01,128.48,17.92,0.97,7.45,1.74,5.12,2.58,,,,40.98,122.6733333,118.9866667,17.92,0.97,7.45,1.74,1,1,1,1,1,1,1,122.6733333
6586,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",04/12/2021,04-12-202100:00,05-12-202100:00,42.24,141.57,131.86,14.16,4.63,10.37,1.84,9.63,2.79,,,,42.24,127.7133333,121.24,14.16,4.63,10.37,1.84,1,1,1,1,1,1,1,127.7133333
6587,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",05/12/2021,05-12-202100:00,06-12-202100:00,44.8,148.76,148.94,18.64,6.4,12.12,1.94,9.82,2.82,,,,44.8,132.5066667,132.6266667,18.64,6.4,12.12,1.94,1,1,1,1,1,1,1,132.6266667
6588,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",06/12/2021,06-12-202100:00,07-12-202100:00,53.51,172.67,91.79,27.98,5.34,7.9,1.65,21.53,4.49,,,,53.51,148.4466667,91.79,27.98,5.34,7.9,1.65,1,1,1,1,1,1,1,148.4466667
6589,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",07/12/2021,07-12-202100:00,08-12-202100:00,73.46,234.35,88.1,33.44,5.03,8.14,1.77,33.5,2.87,,,,73.46,189.5666667,88.1,33.44,5.03,8.14,1.77,1,1,1,1,1,1,1,189.5666667
6590,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",08/12/2021,08-12-202100:00,09-12-202100:00,70.25,220.45,87.48,34.57,4.6,8.81,1.81,39.64,3.43,,,,70.25,180.3,87.48,34.57,4.6,8.81,1.81,1,1,1,1,1,1,1,180.3
6591,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",09/12/2021,09-12-202100:00,10-12-202100:00,68.7,208.74,85.2,39.07,2.68,7.68,1.74,28.16,2.57,,,,68.7,172.4933333,85.2,39.07,2.68,7.68,1.74,1,1,1,1,1,1,1,172.4933333
6592,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",10/12/2021,10-12-202100:00,11-12-202100:00,63.72,205.43,79.61,34.1,4.57,7.53,1.67,36.69,4.27,,,,63.72,170.2866667,79.61,34.1,4.57,7.53,1.67,1,1,1,1,1,1,1,170.2866667
6593,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",11/12/2021,11-12-202100:00,12-12-202100:00,59.11,189.91,37.14,62.1,9.89,7.61,1.56,41.24,1.54,,,,59.11,159.94,37.14,62.1,9.89,7.61,1.56,1,1,1,1,1,1,1,159.94
6594,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",12/12/2021,12-12-202100:00,13-12-202100:00,60.2,188.72,82.12,37.86,2.77,8.16,1.66,28.97,4.07,,,,60.2,159.1466667,82.12,37.86,2.77,8.16,1.66,1,1,1,1,1,1,1,159.1466667
6595,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",13/12/2021,13-12-202100:00,14-12-202100:00,54.97,183.85,91.11,34.97,5.86,7.89,1.68,26.05,5.66,,,,54.97,155.9,91.11,34.97,5.86,7.89,1.68,1,1,1,1,1,1,1,155.9
6596,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",14/12/2021,14-12-202100:00,15-12-202100:00,48.97,169.21,115.61,37.18,4.58,10.69,1.65,23.91,4.61,,,,48.97,146.14,110.4066667,37.18,4.58,10.69,1.65,1,1,1,1,1,1,1,146.14
6597,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",15/12/2021,15-12-202100:00,16-12-202100:00,68.9,215.96,70.1,51.41,3.02,7.19,1.63,34.06,4.32,,,,68.9,177.3066667,70.1,51.41,3.02,7.19,1.63,1,1,1,1,1,1,1,177.3066667
6598,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",16/12/2021,16-12-202100:00,17-12-202100:00,80.45,249.12,94.42,48.53,3.32,9.93,1.95,29.41,3.22,,,,80.45,199.4133333,94.42,48.53,3.32,9.93,1.95,1,1,1,1,1,1,1,199.4133333
6599,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",17/12/2021,17-12-202100:00,18-12-202100:00,85.76,255.64,81.48,45.84,3.23,9.3,1.93,24.35,3.73,,,,85.76,205.64,81.48,45.84,3.23,9.3,1.93,1,1,1,1,1,1,1,205.64
6600,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",18/12/2021,18-12-202100:00,19-12-202100:00,80.89,248.21,91.38,46.58,3.82,9.53,1.95,30.33,3.71,,,,80.89,198.8066667,91.38,46.58,3.82,9.53,1.95,1,1,1,1,1,1,1,198.8066667
6601,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",19/12/2021,19-12-202100:00,20-12-202100:00,68.15,207.89,76.22,44.11,5.16,8.55,1.64,43.68,4.03,,,,68.15,171.9266667,76.22,44.11,5.16,8.55,1.64,1,1,1,1,1,1,1,171.9266667
6602,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",20/12/2021,20-12-202100:00,21-12-202100:00,68.92,213.32,57.86,47.66,6.85,6.22,1.71,45.9,4.7,,,,68.92,175.5466667,57.86,47.66,6.85,6.22,1.71,1,1,1,1,1,1,1,175.5466667
6603,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",21/12/2021,21-12-202100:00,22-12-202100:00,75.15,227.85,70.1,52.56,6.62,6.61,1.86,40.64,3.88,,,,75.15,185.2333333,70.1,52.56,6.62,6.61,1.86,1,1,1,1,1,1,1,185.2333333
6604,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",22/12/2021,22-12-202100:00,23-12-202100:00,79.65,244.13,78.02,52.49,4.92,7.59,1.99,29.32,4.29,,,,79.65,196.0866667,78.02,52.49,4.92,7.59,1.99,1,1,1,1,1,1,1,196.0866667
6605,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",23/12/2021,23-12-202100:00,24-12-202100:00,73.61,233.29,92.41,49.08,2.58,7.13,1.99,36.99,3.48,,,,73.61,188.86,92.41,49.08,2.58,7.13,1.99,1,1,1,1,1,1,1,188.86
6606,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",24/12/2021,24-12-202100:00,25-12-202100:00,42.5,139.32,91.82,31.1,4.02,5.95,1.64,25.16,4.81,,,,42.5,126.2133333,91.82,31.1,4.02,5.95,1.64,1,1,1,1,1,1,1,126.2133333
6607,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",25/12/2021,25-12-202100:00,26-12-202100:00,43.55,144.59,86.27,29.38,9.78,8.01,1.5,25.13,2.53,,,,43.55,129.7266667,86.27,29.38,9.78,8.01,1.5,1,1,1,1,1,1,1,129.7266667
6608,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",26/12/2021,26-12-202100:00,27-12-202100:00,65.19,202.54,85.45,36.55,3.39,8,1.67,25.37,2.4,,,,65.19,168.36,85.45,36.55,3.39,8,1.67,1,1,1,1,1,1,1,168.36
6609,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",27/12/2021,27-12-202100:00,28-12-202100:00,73.08,231.29,98.26,38.72,2.9,8.73,1.97,22.01,3.95,,,,73.08,187.5266667,98.26,38.72,2.9,8.73,1.97,1,1,1,1,1,1,1,187.5266667
6610,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",28/12/2021,28-12-202100:00,29-12-202100:00,67.35,220.3,82.42,31.61,9.13,8.39,1.96,25.32,2.91,,,,67.35,180.2,82.42,31.61,9.13,8.39,1.96,1,1,1,1,1,1,1,180.2
6611,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",29/12/2021,29-12-202100:00,30-12-202100:00,42.95,153.13,68.53,25.43,7.13,3.81,1.42,25.99,3.68,,,,42.95,135.42,68.53,25.43,7.13,3.81,1.42,1,1,1,1,1,1,1,135.42
6612,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",30/12/2021,30-12-202100:00,31-12-202100:00,52.46,170.92,61.51,27.68,8.48,4.27,1.43,34.48,3.94,,,,52.46,147.28,61.51,27.68,8.48,4.27,1.43,1,1,1,1,1,1,1,147.28
6613,Mumbai-06,"ChhatrapatiShivajiIntl.Airport(T2),Mumbai-MPCB",31/12/2021,31-12-202100:00,01-01-202200:00,53.17,172.46,74.42,23.21,6.9,4.34,1.39,31.15,4.64,,,,53.17,148.3066667,74.42,23.21,6.9,4.34,1.39,1,1,1,1,1,1,1,148.3066667
6614,Mumbai-07,"Colaba,Mumbai-MPCB",24/06/2019,24-06-201900:00,25-06-201900:00,12.67,43.95,3.07,8.3,4.92,9.44,,24.69,,,,,12.67,43.95,3.07,8.3,4.92,9.44,0,1,1,1,1,1,1,0,43.95
6615,Mumbai-07,"Colaba,Mumbai-MPCB",25/06/2019,25-06-201900:00,26-06-201900:00,9.14,34.17,32.03,3.18,6.88,9.63,0.36,30.19,,,,,9.14,34.17,32.03,3.18,6.88,9.63,0.36,1,1,1,1,1,1,1,34.17
6616,Mumbai-07,"Colaba,Mumbai-MPCB",26/06/2019,26-06-201900:00,27-06-201900:00,6.71,29.33,,,,9.42,0.22,26.82,,,,,6.71,29.33,0,0,0,9.42,0.22,1,1,0,0,0,1,1,29.33
6617,Mumbai-07,"Colaba,Mumbai-MPCB",27/06/2019,27-06-201900:00,28-06-201900:00,2.87,18.59,4.99,3.23,5.98,9.48,0.17,26.31,,,,,2.87,18.59,4.99,3.23,5.98,9.48,0.17,1,1,1,1,1,1,1,18.59
6618,Mumbai-07,"Colaba,Mumbai-MPCB",28/06/2019,28-06-201900:00,29-06-201900:00,4.01,28.47,5.88,4.07,2.48,9.52,0.03,30.33,,,,,4.01,28.47,5.88,4.07,2.48,9.52,0.03,1,1,1,1,1,1,1,28.47
6619,Mumbai-07,"Colaba,Mumbai-MPCB",29/06/2019,29-06-201900:00,30-06-201900:00,5.93,37.2,6.72,6.89,1.57,9.52,0.15,39.11,,,,,5.93,37.2,6.72,6.89,1.57,9.52,0.15,1,1,1,1,1,1,1,37.2
6620,Mumbai-07,"Colaba,Mumbai-MPCB",30/06/2019,30-06-201900:00,01-07-201900:00,6.14,42.83,7.42,6.86,0.93,9.61,0.21,27.14,,,,,6.14,42.83,7.42,6.86,0.93,9.61,0.21,1,1,1,1,1,1,1,42.83
6621,Mumbai-07,"Colaba,Mumbai-MPCB",01/07/2019,01-07-201900:00,02-07-201900:00,6.19,34.26,8.21,9.45,0.94,9.69,0.22,29.91,,,,,6.19,34.26,8.21,9.45,0.94,9.69,0.22,1,1,1,1,1,1,1,34.26
6622,Mumbai-07,"Colaba,Mumbai-MPCB",02/07/2019,02-07-201900:00,03-07-201900:00,4.68,24.37,9.01,12.63,2.24,9.76,0.23,27.44,,,,,4.68,24.37,9.01,12.63,2.24,9.76,0.23,1,1,1,1,1,1,1,24.37
6623,Mumbai-07,"Colaba,Mumbai-MPCB",03/07/2019,03-07-201900:00,04-07-201900:00,9.98,28.28,9.62,7.63,3.05,9.86,0.21,26.36,,,,,9.98,28.28,9.62,7.63,3.05,9.86,0.21,1,1,1,1,1,1,1,28.28
6624,Mumbai-07,"Colaba,Mumbai-MPCB",04/07/2019,04-07-201900:00,05-07-201900:00,10.36,44.08,14,5.49,1.6,10.07,0.21,25.07,,,,,10.36,44.08,14,5.49,1.6,10.07,0.21,1,1,1,1,1,1,1,44.08
6625,Mumbai-07,"Colaba,Mumbai-MPCB",05/07/2019,05-07-201900:00,06-07-201900:00,10.79,57.64,6.91,5.29,2.04,10,0.19,24.82,,,,,10.79,57.64,6.91,5.29,2.04,10,0.19,1,1,1,1,1,1,1,57.64
6626,Mumbai-07,"Colaba,Mumbai-MPCB",06/07/2019,06-07-201900:00,07-07-201900:00,14.73,60.85,127.44,5.8,3.37,9.91,0.15,24.42,,,,,14.73,60.85,118.2933333,5.8,3.37,9.91,0.15,1,1,1,1,1,1,1,118.2933333
6627,Mumbai-07,"Colaba,Mumbai-MPCB",07/07/2019,07-07-201900:00,08-07-201900:00,68.55,285.49,,,,9.56,0.06,29.87,,,,,68.55,235.49,0,0,0,9.56,0.06,1,1,0,0,0,1,1,235.49
6628,Mumbai-07,"Colaba,Mumbai-MPCB",08/07/2019,08-07-201900:00,09-07-201900:00,8.06,159.27,12.45,80.91,42.05,9.97,0.13,23.88,,,,,8.06,139.5133333,12.45,80.91,42.05,9.97,0.13,1,1,1,1,1,1,1,139.5133333
6629,Mumbai-07,"Colaba,Mumbai-MPCB",09/07/2019,09-07-201900:00,10-07-201900:00,5.49,45.14,7.77,2.94,6.99,9.81,0.15,22.54,,,,,5.49,45.14,7.77,2.94,6.99,9.81,0.15,1,1,1,1,1,1,1,45.14
6630,Mumbai-07,"Colaba,Mumbai-MPCB",10/07/2019,10-07-201900:00,11-07-201900:00,3.25,28.95,4.36,2.97,,9.88,0.41,16.16,,,,,3.25,28.95,4.36,2.97,0,9.88,0.41,1,1,1,1,0,1,1,28.95
6631,Mumbai-07,"Colaba,Mumbai-MPCB",11/07/2019,11-07-201900:00,12-07-201900:00,8.54,43.59,,9.39,15.45,9.91,0.23,6.23,,,,,8.54,43.59,0,9.39,15.45,9.91,0.23,1,1,0,1,1,1,1,43.59
6632,Mumbai-07,"Colaba,Mumbai-MPCB",12/07/2019,12-07-201900:00,13-07-201900:00,8.73,42.15,2.07,4.36,9.26,9.1,0.24,16.82,,,,,8.73,42.15,2.07,4.36,9.26,9.1,0.24,1,1,1,1,1,1,1,42.15
6633,Mumbai-07,"Colaba,Mumbai-MPCB",13/07/2019,13-07-201900:00,14-07-201900:00,12.63,43.87,3.33,3.49,6.64,7.49,0.19,7.11,,,,,12.63,43.87,3.33,3.49,6.64,7.49,0.19,1,1,1,1,1,1,1,43.87
6634,Mumbai-07,"Colaba,Mumbai-MPCB",14/07/2019,14-07-201900:00,15-07-201900:00,11.9,39.45,2.66,2.6,7.75,7.67,0.22,8.65,,,,,11.9,39.45,2.66,2.6,7.75,7.67,0.22,1,1,1,1,1,1,1,39.45
6635,Mumbai-07,"Colaba,Mumbai-MPCB",15/07/2019,15-07-201900:00,16-07-201900:00,13.18,49.68,3.31,3.55,6.43,7.7,0.19,9.39,,,,,13.18,49.68,3.31,3.55,6.43,7.7,0.19,1,1,1,1,1,1,1,49.68
6636,Mumbai-07,"Colaba,Mumbai-MPCB",16/07/2019,16-07-201900:00,17-07-201900:00,14.45,49.44,3.55,3.65,5.8,7.67,0.21,8.86,,,,,14.45,49.44,3.55,3.65,5.8,7.67,0.21,1,1,1,1,1,1,1,49.44
6637,Mumbai-07,"Colaba,Mumbai-MPCB",17/07/2019,17-07-201900:00,18-07-201900:00,14.61,47.1,3.75,4.69,5.67,7.71,0.23,8.98,,,,,14.61,47.1,3.75,4.69,5.67,7.71,0.23,1,1,1,1,1,1,1,47.1
6638,Mumbai-07,"Colaba,Mumbai-MPCB",18/07/2019,18-07-201900:00,19-07-201900:00,15.71,66.12,4.89,4.4,6.17,7.81,0.26,7.89,,,,,15.71,66.12,4.89,4.4,6.17,7.81,0.26,1,1,1,1,1,1,1,66.12
6639,Mumbai-07,"Colaba,Mumbai-MPCB",19/07/2019,19-07-201900:00,20-07-201900:00,23.29,84.56,4.6,7.5,7.41,7.82,0.29,8.5,,,,,23.29,84.56,4.6,7.5,7.41,7.82,0.29,1,1,1,1,1,1,1,84.56
6640,Mumbai-07,"Colaba,Mumbai-MPCB",20/07/2019,20-07-201900:00,21-07-201900:00,19.04,48.37,7.07,14.09,7.9,8.13,0.33,9.31,,,,,19.04,48.37,7.07,14.09,7.9,8.13,0.33,1,1,1,1,1,1,1,48.37
6641,Mumbai-07,"Colaba,Mumbai-MPCB",21/07/2019,21-07-201900:00,22-07-201900:00,27.23,48.84,8.82,13.71,8.39,8.42,0.42,16.64,,,,,27.23,48.84,8.82,13.71,8.39,8.42,0.42,1,1,1,1,1,1,1,48.84
6642,Mumbai-07,"Colaba,Mumbai-MPCB",22/07/2019,22-07-201900:00,23-07-201900:00,9.53,18.19,2.35,6.86,7.27,7.93,0.28,17.97,,,,,9.53,18.19,2.35,6.86,7.27,7.93,0.28,1,1,1,1,1,1,1,18.19
6643,Mumbai-07,"Colaba,Mumbai-MPCB",23/07/2019,23-07-201900:00,24-07-201900:00,5.39,15.34,2.71,4.33,9.47,8.12,0.27,11.31,,,,,5.39,15.34,2.71,4.33,9.47,8.12,0.27,1,1,1,1,1,1,1,15.34
6644,Mumbai-07,"Colaba,Mumbai-MPCB",24/07/2019,24-07-201900:00,25-07-201900:00,11.25,24.86,2.6,3.2,11.47,8.14,0.22,10.83,,,,,11.25,24.86,2.6,3.2,11.47,8.14,0.22,1,1,1,1,1,1,1,24.86
6645,Mumbai-07,"Colaba,Mumbai-MPCB",25/07/2019,25-07-201900:00,26-07-201900:00,15.43,43.7,2.58,3.66,7.52,7.94,0.26,12.59,,,,,15.43,43.7,2.58,3.66,7.52,7.94,0.26,1,1,1,1,1,1,1,43.7
6646,Mumbai-07,"Colaba,Mumbai-MPCB",26/07/2019,26-07-201900:00,27-07-201900:00,13.98,42.77,2.66,2.89,6.3,8.06,0.25,12.56,,,,,13.98,42.77,2.66,2.89,6.3,8.06,0.25,1,1,1,1,1,1,1,42.77
